device_id,persona,home_lat,home_lon,nearest_store_id,nearest_store_name,distance_to_nearest_store_m,catchment_ring,dist_to_STR001_m,dist_to_STR002_m,dist_to_STR003_m,catchment_overlap_count,overlapping_stores,visited_any_store
0e4004be-771c-47fb-b30e-f3e7e6b64ca3,Resident,21.168713,79.105312,STR002,Store B - Civil Lines,2809.0,1-3km,3349.6,2809.0,8970.2,1,STR002,False
0e512ec7-b3f9-440d-8473-c308836c8527,Resident,21.13943,79.063983,STR001,Store A - Sitabuldi,2034.9,1-3km,2034.9,2589.3,4403.9,2,"STR001,STR002",False
0eeaea7d-121d-4f8d-87e3-e0d2ffddadbd,Shopper,21.168695,79.105286,STR002,Store B - Civil Lines,2805.6,1-3km,3346.2,2805.6,8967.1,1,STR002,True
0f1d018c-3657-4409-91c6-0adf3833b222,Shopper,21.159996,79.072982,STR001,Store A - Sitabuldi,1328.5,1-3km,1328.5,1530.9,6805.8,2,"STR001,STR002",True
0f2371af-d4c4-4ab9-adb3-0512b20c2c39,Shopper,21.160015,79.072996,STR001,Store A - Sitabuldi,1329.5,1-3km,1329.5,1531.0,6808.1,2,"STR001,STR002",True
1059909f-c87d-4f4f-8569-51d1d61bfa69,Resident,21.139372,79.063987,STR001,Store A - Sitabuldi,2038.3,1-3km,2038.3,2592.4,4397.4,2,"STR001,STR002",False
11379318-0916-4089-9918-26a080f25f49,Commuter,21.168679,79.105292,STR002,Store B - Civil Lines,2804.9,1-3km,3345.6,2804.9,8965.9,1,STR002,False
11661638-00f2-4943-b4d6-31b83e1865f7,Resident,21.168707,79.105263,STR002,Store B - Civil Lines,2804.7,1-3km,3345.2,2804.7,8967.0,1,STR002,False
11954fc4-b809-4e0c-b84c-3c9a14fb6a16,Resident,21.168686,79.105332,STR002,Store B - Civil Lines,2808.5,1-3km,3349.3,2808.5,8968.7,1,STR002,False
11f3dce0-7a1c-4db9-baa3-a437b542df4e,Shopper,21.159979,79.073031,STR001,Store A - Sitabuldi,1324.2,1-3km,1324.2,1525.7,6804.9,2,"STR001,STR002",True
127016e0-e685-4e38-b33f-1fb8992c6fbf,Commuter,21.159999,79.073007,STR001,Store A - Sitabuldi,1327.4,1-3km,1327.4,1529.0,6806.7,2,"STR001,STR002",False
135999e9-22c8-40ce-9b86-9a0a301d6796,Shopper,21.139398,79.063995,STR001,Store A - Sitabuldi,2035.9,1-3km,2035.9,2590.1,4400.4,2,"STR001,STR002",True
13bd2fd6-b00c-4ac0-83d9-e8a2642c40bd,Commuter,21.160012,79.072976,STR001,Store A - Sitabuldi,1330.5,1-3km,1330.5,1532.5,6807.4,2,"STR001,STR002",False
143f1aa7-972d-4745-a371-71aa0fbc7923,Commuter,21.160023,79.073016,STR001,Store A - Sitabuldi,1329.2,1-3km,1329.2,1529.8,6809.4,2,"STR001,STR002",False
14ad8107-c5a9-4a0a-b2d3-874d378d7aad,Commuter,21.160021,79.072991,STR001,Store A - Sitabuldi,1330.4,1-3km,1330.4,1531.8,6808.7,2,"STR001,STR002",False
14edd619-5343-4b1d-9160-6348e6355eeb,Resident,21.160011,79.073017,STR001,Store A - Sitabuldi,1328.0,1-3km,1328.0,1528.9,6808.2,2,"STR001,STR002",False
156cc224-6f12-4b18-b029-0875e68ba909,Commuter,21.168688,79.105298,STR002,Store B - Civil Lines,2806.0,1-3km,3346.6,2806.0,8967.0,1,STR002,False
165e2c07-7121-498f-a0f2-05a4885d635d,Resident,21.168694,79.105278,STR002,Store B - Civil Lines,2804.9,1-3km,3345.4,2804.9,8966.5,1,STR002,False
16a51a75-6153-4c59-8ec5-27d2599565ea,Commuter,21.168723,79.105289,STR002,Store B - Civil Lines,2807.9,1-3km,3348.4,2807.9,8969.9,1,STR002,False
170a143e-03e0-4f8c-9014-b5eea69dd6f1,Shopper,21.168679,79.105312,STR002,Store B - Civil Lines,2806.5,1-3km,3347.2,2806.5,8967.0,1,STR002,True
170b5f66-4dfc-4d94-a538-544ab78cbb65,Commuter,21.168688,79.105308,STR002,Store B - Civil Lines,2806.8,1-3km,3347.5,2806.8,8967.6,1,STR002,False
1776f10a-9814-45da-8cfd-997c642525f8,Commuter,21.159997,79.073006,STR001,Store A - Sitabuldi,1327.3,1-3km,1327.3,1528.9,6806.3,2,"STR001,STR002",False
17acf50b-4e7c-497b-811b-bbd8d4338f7e,Resident,21.139396,79.064007,STR001,Store A - Sitabuldi,2035.0,1-3km,2035.0,2589.3,4400.3,2,"STR001,STR002",False
17c42d46-9610-435a-acfc-86a79d282767,Shopper,21.159995,79.073012,STR001,Store A - Sitabuldi,1326.8,1-3km,1326.8,1528.4,6806.2,2,"STR001,STR002",True
1871eead-203b-4273-b5d1-93726ce45c50,Resident,21.159991,79.073002,STR001,Store A - Sitabuldi,1326.9,1-3km,1326.9,1528.9,6805.6,2,"STR001,STR002",False
1a2aa3ec-bdd8-428a-ac86-2c3adf2e874b,Resident,21.139418,79.064005,STR001,Store A - Sitabuldi,2033.7,1-3km,2033.7,2588.0,4402.8,2,"STR001,STR002",False
1a4b836e-5940-4f9f-96fa-448ee69c884e,Shopper,21.139393,79.063969,STR001,Store A - Sitabuldi,2038.4,1-3km,2038.4,2592.8,4399.6,2,"STR001,STR002",True
1ace2c58-ae85-4235-bc76-6fceb2a9efaf,Shopper,21.168709,79.105314,STR002,Store B - Civil Lines,2808.8,1-3km,3349.4,2808.8,8969.9,1,STR002,True
1b6390f6-1535-4ef4-8f2b-214c057e8b07,Shopper,21.139399,79.064007,STR001,Store A - Sitabuldi,2034.9,1-3km,2034.9,2589.1,4400.6,2,"STR001,STR002",True
1ba1eee2-3684-4a9b-aef6-07e5603a5653,Commuter,21.139441,79.06399,STR001,Store A - Sitabuldi,2033.6,1-3km,2033.6,2588.1,4405.1,2,"STR001,STR002",False
1bd1c521-a16c-4aaa-aede-a8905666b7c4,Shopper,21.16002,79.073014,STR001,Store A - Sitabuldi,1329.0,1-3km,1329.0,1529.7,6809.1,2,"STR001,STR002",True
1bd4a9b1-93e0-45e7-8a25-a958c6e52cff,Commuter,21.160004,79.072982,STR001,Store A - Sitabuldi,1329.3,1-3km,1329.3,1531.4,6806.6,2,"STR001,STR002",False
1c9c31f5-79d9-4317-9b0f-691201f4bd88,Resident,21.160005,79.072981,STR001,Store A - Sitabuldi,1329.5,1-3km,1329.5,1531.6,6806.8,2,"STR001,STR002",False
1cf30c07-2b15-4d31-b082-cb2ce54716bb,Commuter,21.160016,79.072987,STR001,Store A - Sitabuldi,1330.2,1-3km,1330.2,1531.8,6808.1,2,"STR001,STR002",False
1dbd12ef-0521-4d10-9ac3-6ccc3ac3223a,Commuter,21.139395,79.06398,STR001,Store A - Sitabuldi,2037.4,1-3km,2037.4,2591.7,4400.0,2,"STR001,STR002",False
1e3712df-2181-4534-9e7b-98b860860d71,Commuter,21.168698,79.105297,STR002,Store B - Civil Lines,2806.7,1-3km,3347.3,2806.7,8967.9,1,STR002,False
1e9c1402-bb69-4ee6-b6fe-9c160397a414,Resident,21.139411,79.06403,STR001,Store A - Sitabuldi,2032.2,1-3km,2032.2,2586.4,4402.1,2,"STR001,STR002",False
1f9e4630-d449-48f7-ac6f-a43242aca73c,Resident,21.168679,79.105297,STR002,Store B - Civil Lines,2805.2,1-3km,3345.9,2805.2,8966.1,1,STR002,False
1fad7952-f369-4677-b3b5-b3eac244d58a,Shopper,21.168735,79.105303,STR002,Store B - Civil Lines,2809.8,1-3km,3350.3,2809.8,8971.7,1,STR002,True
2053207b-97ff-4792-b5a1-accbad46b159,Shopper,21.16001,79.073005,STR001,Store A - Sitabuldi,1328.5,1-3km,1328.5,1529.9,6807.7,2,"STR001,STR002",True
20722cd2-99a3-4cb9-b017-9270648f4349,Resident,21.139391,79.064003,STR001,Store A - Sitabuldi,2035.7,1-3km,2035.7,2589.9,4399.7,2,"STR001,STR002",False
20bf9f33-ce97-4c75-adfe-f79a236711fc,Resident,21.13939,79.064001,STR001,Store A - Sitabuldi,2035.9,1-3km,2035.9,2590.1,4399.5,2,"STR001,STR002",False
232dab28-fca8-4ea2-917c-fb64612951f0,Commuter,21.159999,79.073013,STR001,Store A - Sitabuldi,1327.1,1-3km,1327.1,1528.5,6806.7,2,"STR001,STR002",False
24d51fd8-4852-49a4-85fe-8cde82efb050,Shopper,21.159982,79.073005,STR001,Store A - Sitabuldi,1326.0,1-3km,1326.0,1528.1,6804.8,2,"STR001,STR002",True
25ac5d7b-b017-4329-b640-acfa92175447,Commuter,21.13939,79.064004,STR001,Store A - Sitabuldi,2035.7,1-3km,2035.7,2589.9,4399.6,2,"STR001,STR002",False
25f7175f-4895-41d1-99f4-ed92b053d586,Resident,21.160004,79.072986,STR001,Store A - Sitabuldi,1329.1,1-3km,1329.1,1531.1,6806.8,2,"STR001,STR002",False
26358813-ecde-48e1-a744-e7715d3e8d9c,Resident,21.160004,79.07302,STR001,Store A - Sitabuldi,1327.2,1-3km,1327.2,1528.2,6807.4,2,"STR001,STR002",False
267cb68a-2395-4d31-8716-c02ee12574e6,Resident,21.168683,79.105307,STR002,Store B - Civil Lines,2806.3,1-3km,3347.0,2806.3,8967.0,1,STR002,False
26ce7b06-b9d0-476b-8cf0-7de048b1aef8,Commuter,21.168706,79.105318,STR002,Store B - Civil Lines,2808.9,1-3km,3349.5,2808.9,8969.8,1,STR002,False
27c69e50-c174-4709-98f5-499335dd9e24,Resident,21.160007,79.073024,STR001,Store A - Sitabuldi,1327.2,1-3km,1327.2,1528.1,6807.8,2,"STR001,STR002",False
27d9a8f5-67e2-4d23-bfe0-423d56fc300a,Shopper,21.139403,79.064022,STR001,Store A - Sitabuldi,2033.3,1-3km,2033.3,2587.5,4401.3,2,"STR001,STR002",True
2921d2cb-bf78-4b84-88fc-d6b3b538d0af,Resident,21.13937,79.064027,STR001,Store A - Sitabuldi,2035.0,1-3km,2035.0,2589.1,4397.6,2,"STR001,STR002",False
2ac9f61e-74e4-4de7-bcdb-1269b702b5a7,Resident,21.168694,79.105326,STR002,Store B - Civil Lines,2808.6,1-3km,3349.3,2808.6,8969.1,1,STR002,False
2c4b3c4b-f424-40e2-b56f-b4b71d7cad71,Shopper,21.168724,79.105258,STR002,Store B - Civil Lines,2805.6,1-3km,3345.9,2805.6,8968.3,1,STR002,True
2c6e5761-0e0b-4d49-ab10-d0eb569bfadd,Resident,21.168698,79.105305,STR002,Store B - Civil Lines,2807.3,1-3km,3347.9,2807.3,8968.4,1,STR002,False
2c9ab74f-d755-47e8-93e2-521c9e24f53f,Resident,21.159994,79.073023,STR001,Store A - Sitabuldi,1326.1,1-3km,1326.1,1527.3,6806.4,2,"STR001,STR002",False
2d3b87cd-0715-44b5-88bc-8a007678a3d3,Resident,21.1687,79.105315,STR002,Store B - Civil Lines,2808.2,1-3km,3348.9,2808.2,8969.1,1,STR002,False
2edad83f-fe49-414c-a9e3-06c91970cb70,Resident,21.160007,79.073015,STR001,Store A - Sitabuldi,1327.8,1-3km,1327.8,1528.9,6807.7,2,"STR001,STR002",False
2f9efb8d-a24f-46ed-86bf-65e463e9d40d,Resident,21.160032,79.072963,STR001,Store A - Sitabuldi,1333.0,1-3km,1333.0,1534.8,6809.3,2,"STR001,STR002",False
2fd9dd9a-ee5b-4d16-891d-1f1fe2b6d1b1,Commuter,21.159994,79.073015,STR001,Store A - Sitabuldi,1326.5,1-3km,1326.5,1528.0,6806.3,2,"STR001,STR002",False
303470c4-f3ab-4d30-b7a2-04c75858b657,Commuter,21.159978,79.073018,STR001,Store A - Sitabuldi,1324.8,1-3km,1324.8,1526.7,6804.5,2,"STR001,STR002",False
321901bf-a8d2-4cf8-8772-f9c67a9fbc51,Resident,21.168708,79.105322,STR002,Store B - Civil Lines,2809.4,1-3km,3350.0,2809.4,8970.3,1,STR002,False
3440bbe5-9c41-4f08-a9a9-0448c827d5c7,Commuter,21.16002,79.072995,STR001,Store A - Sitabuldi,1330.1,1-3km,1330.1,1531.4,6808.7,2,"STR001,STR002",False
3483a24b-e2c3-43fa-883e-f3ed6cc3830e,Commuter,21.160021,79.072991,STR001,Store A - Sitabuldi,1330.4,1-3km,1330.4,1531.8,6808.7,2,"STR001,STR002",False
3553150f-b5ae-4e66-924b-340ae6be5e83,Commuter,21.139389,79.06399,STR001,Store A - Sitabuldi,2036.9,1-3km,2036.9,2591.2,4399.4,2,"STR001,STR002",False
35afec4c-1992-4b7f-9169-46e3f35f824b,Shopper,21.139399,79.063985,STR001,Store A - Sitabuldi,2036.7,1-3km,2036.7,2590.9,4400.4,2,"STR001,STR002",True
361dbff1-3e18-49fc-82b5-5abcf44c5ba5,Commuter,21.168677,79.105299,STR002,Store B - Civil Lines,2805.3,1-3km,3346.0,2805.3,8966.0,1,STR002,False
36bb272d-d39d-4cd2-8664-8be18121cb10,Shopper,21.1687,79.105298,STR002,Store B - Civil Lines,2806.9,1-3km,3347.5,2806.9,8968.2,1,STR002,True
3839b901-9cdf-4c91-b3b4-295cc57168f8,Commuter,21.1687,79.105309,STR002,Store B - Civil Lines,2807.8,1-3km,3348.4,2807.8,8968.8,1,STR002,False
38405493-7828-49e3-a1dc-3a81b3065bb5,Commuter,21.1394,79.064,STR001,Store A - Sitabuldi,2035.3,1-3km,2035.3,2589.6,4400.7,2,"STR001,STR002",False
38b08089-7603-459c-a69b-5bddae5f3c01,Shopper,21.168706,79.105291,STR002,Store B - Civil Lines,2806.8,1-3km,3347.4,2806.8,8968.4,1,STR002,True
38e3e6a8-50a6-45b1-bf3f-da867797533f,Resident,21.159968,79.072977,STR001,Store A - Sitabuldi,1326.3,1-3km,1326.3,1529.6,6802.7,2,"STR001,STR002",False
3a51f9fc-6abc-4f85-b931-d110124d39c6,Commuter,21.168705,79.105326,STR002,Store B - Civil Lines,2809.4,1-3km,3350.1,2809.4,8970.1,1,STR002,False
3b82ae09-0e2c-42d2-90c3-c1a4f50978f2,Commuter,21.139385,79.06402,STR001,Store A - Sitabuldi,2034.6,1-3km,2034.6,2588.7,4399.2,2,"STR001,STR002",False
3ce28b34-f9b2-40b6-a4c6-50bf523818fe,Shopper,21.139418,79.06399,STR001,Store A - Sitabuldi,2035.1,1-3km,2035.1,2589.4,4402.6,2,"STR001,STR002",True
3d2070dd-c9d4-43c2-80e6-37a43f1d2a94,Resident,21.159985,79.072993,STR001,Store A - Sitabuldi,1326.9,1-3km,1326.9,1529.3,6804.7,2,"STR001,STR002",False
3d2fcc60-d0f9-4572-b4ab-97eec26dc26c,Commuter,21.139417,79.064,STR001,Store A - Sitabuldi,2034.3,1-3km,2034.3,2588.6,4402.6,2,"STR001,STR002",False
3d3e318a-9370-4358-8b36-1f21b73bae8f,Shopper,21.159983,79.073019,STR001,Store A - Sitabuldi,1325.3,1-3km,1325.3,1526.9,6805.2,2,"STR001,STR002",True
3d4a4158-8754-4f1a-8e59-0e37c348c7d3,Commuter,21.160004,79.072999,STR001,Store A - Sitabuldi,1328.3,1-3km,1328.3,1530.0,6807.0,2,"STR001,STR002",False
3e8b31da-16a9-4d33-93ec-0815bfa39fd6,Shopper,21.160007,79.07299,STR001,Store A - Sitabuldi,1329.1,1-3km,1329.1,1531.0,6807.1,2,"STR001,STR002",True
3ed6072f-9d9d-42a3-8a1c-5091c3a9c62a,Resident,21.1687,79.105327,STR002,Store B - Civil Lines,2809.2,1-3km,3349.9,2809.2,8969.8,1,STR002,False
3f06a436-f31e-4648-b3e2-c546741229a0,Shopper,21.139388,79.063968,STR001,Store A - Sitabuldi,2038.8,1-3km,2038.8,2593.1,4399.0,2,"STR001,STR002",True
3f2395e4-9ec2-4bdb-a725-47e804a33b62,Commuter,21.139407,79.063987,STR001,Store A - Sitabuldi,2036.0,1-3km,2036.0,2590.3,4401.3,2,"STR001,STR002",False
3f9bd254-e12d-4c9b-abd9-dcb48fbfd4f9,Commuter,21.139412,79.064008,STR001,Store A - Sitabuldi,2033.9,1-3km,2033.9,2588.2,4402.0,2,"STR001,STR002",False
418d8d6e-74ba-4577-8b10-c225da2eeed4,Commuter,21.168693,79.105293,STR002,Store B - Civil Lines,2806.0,1-3km,3346.6,2806.0,8967.2,1,STR002,False
41b624a8-c5a3-43c1-81fa-e00934222030,Shopper,21.168681,79.105319,STR002,Store B - Civil Lines,2807.2,1-3km,3347.9,2807.2,8967.6,1,STR002,True
42633968-3ebc-4ea4-b89b-a8bd6bf3baf9,Commuter,21.139404,79.063971,STR001,Store A - Sitabuldi,2037.6,1-3km,2037.6,2591.9,4400.8,2,"STR001,STR002",False
4278b486-0907-4a21-ba2f-433f43996ef1,Resident,21.16868,79.105299,STR002,Store B - Civil Lines,2805.6,1-3km,3346.2,2805.6,8966.4,1,STR002,False
42953261-eb22-4e61-a82b-433bfb8c14d0,Commuter,21.168701,79.105304,STR002,Store B - Civil Lines,2807.4,1-3km,3348.0,2807.4,8968.6,1,STR002,False
43772294-d9bc-46cf-baa1-d6eb7816b428,Shopper,21.13941,79.064017,STR001,Store A - Sitabuldi,2033.3,1-3km,2033.3,2587.5,4402.0,2,"STR001,STR002",True
4431974f-599a-4a26-8254-fbf3765be496,Shopper,21.168714,79.105313,STR002,Store B - Civil Lines,2809.1,1-3km,3349.6,2809.1,8970.3,1,STR002,True
44374991-beb4-49ef-b330-535d8f2b9495,Resident,21.168718,79.105303,STR002,Store B - Civil Lines,2808.6,1-3km,3349.2,2808.6,8970.2,1,STR002,False
443d3047-aee1-45fd-af0a-d6ad57f529ff,Commuter,21.168704,79.105283,STR002,Store B - Civil Lines,2806.0,1-3km,3346.5,2806.0,8967.7,1,STR002,False
45629cd2-4d44-48cd-a0ab-1bcc11881272,Commuter,21.168712,79.105291,STR002,Store B - Civil Lines,2807.3,1-3km,3347.8,2807.3,8968.9,1,STR002,False
45a07028-5752-4030-b9e4-85066da5f57a,Shopper,21.139399,79.063984,STR001,Store A - Sitabuldi,2036.8,1-3km,2036.8,2591.1,4400.4,2,"STR001,STR002",True
45cf6f64-0583-4895-8ae6-69871f1d3511,Commuter,21.16869,79.105294,STR002,Store B - Civil Lines,2805.8,1-3km,3346.5,2805.8,8967.0,1,STR002,False
45e2fe10-8c51-40e7-bfc7-4255ea59fa84,Shopper,21.160008,79.072993,STR001,Store A - Sitabuldi,1329.1,1-3km,1329.1,1530.8,6807.4,2,"STR001,STR002",True
4651cde4-cf24-40d9-aed2-33bce1fa19ba,Resident,21.168696,79.105271,STR002,Store B - Civil Lines,2804.5,1-3km,3345.0,2804.5,8966.3,1,STR002,False
47330330-ec14-410d-b7a2-bf90afc91bf5,Commuter,21.139409,79.064003,STR001,Store A - Sitabuldi,2034.5,1-3km,2034.5,2588.8,4401.7,2,"STR001,STR002",False
47b14b97-3da3-4130-9785-b87bcb7b3860,Resident,21.159998,79.072986,STR001,Store A - Sitabuldi,1328.5,1-3km,1328.5,1530.7,6806.1,2,"STR001,STR002",False
47c42c3b-65a6-4483-8098-f3b23c2449ae,Resident,21.139414,79.064033,STR001,Store A - Sitabuldi,2031.7,1-3km,2031.7,2585.9,4402.5,2,"STR001,STR002",False
47dca717-933a-4973-a734-9677f787afec,Commuter,21.13942,79.064008,STR001,Store A - Sitabuldi,2033.3,1-3km,2033.3,2587.6,4403.0,2,"STR001,STR002",False
483b5b58-cf93-4ca5-8407-3079cb5d3c54,Commuter,21.168713,79.105291,STR002,Store B - Civil Lines,2807.4,1-3km,3347.9,2807.4,8969.1,1,STR002,False
489b662b-d594-413c-94a5-271f11da6b26,Shopper,21.159993,79.072994,STR001,Store A - Sitabuldi,1327.6,1-3km,1327.6,1529.7,6805.7,2,"STR001,STR002",True
49ca8914-d1de-4daa-bb1e-22f28dbe4748,Commuter,21.139399,79.064003,STR001,Store A - Sitabuldi,2035.2,1-3km,2035.2,2589.4,4400.6,2,"STR001,STR002",False
49d50841-8108-4490-bb41-f63159eb18c4,Commuter,21.168703,79.105314,STR002,Store B - Civil Lines,2808.4,1-3km,3349.0,2808.4,8969.4,1,STR002,False
49e98847-d90e-4ac7-8ae9-b8b9dd4fb89f,Commuter,21.139389,79.063997,STR001,Store A - Sitabuldi,2036.3,1-3km,2036.3,2590.5,4399.5,2,"STR001,STR002",False
49fcbc9e-f694-4feb-8959-a8204d475fd9,Commuter,21.139415,79.063989,STR001,Store A - Sitabuldi,2035.3,1-3km,2035.3,2589.7,4402.2,2,"STR001,STR002",False
4aed67ac-4754-4217-9ca3-b56eb4036ed4,Commuter,21.159988,79.073034,STR001,Store A - Sitabuldi,1324.9,1-3km,1324.9,1526.0,6806.0,2,"STR001,STR002",False
4b0906d9-6999-45d2-a8b2-0f306a41320c,Commuter,21.139375,79.063998,STR001,Store A - Sitabuldi,2037.1,1-3km,2037.1,2591.3,4397.9,2,"STR001,STR002",False
4b1a4593-f199-4689-8474-e8a779f748fd,Commuter,21.160013,79.073007,STR001,Store A - Sitabuldi,1328.8,1-3km,1328.8,1529.9,6808.2,2,"STR001,STR002",False
4b89f323-a8df-4fda-9353-31e941d91f3b,Resident,21.168703,79.105294,STR002,Store B - Civil Lines,2806.8,1-3km,3347.4,2806.8,8968.3,1,STR002,False
4bc993ba-cdac-4d95-9355-0f430c4dd6ea,Commuter,21.159999,79.072999,STR001,Store A - Sitabuldi,1327.9,1-3km,1327.9,1529.7,6806.4,2,"STR001,STR002",False
4c3dd99c-5664-4435-a0b8-3d19f4f7307a,Shopper,21.159985,79.072988,STR001,Store A - Sitabuldi,1327.2,1-3km,1327.2,1529.7,6804.7,2,"STR001,STR002",True
4c7b6cbe-665c-47db-ab30-aede418e3ed1,Commuter,21.159999,79.073006,STR001,Store A - Sitabuldi,1327.5,1-3km,1327.5,1529.1,6806.6,2,"STR001,STR002",False
4ca88279-4bda-44c9-a870-8ca2fd813c71,Resident,21.159981,79.072995,STR001,Store A - Sitabuldi,1326.4,1-3km,1326.4,1528.8,6804.4,2,"STR001,STR002",False
4e1f19f3-bce8-4138-a250-cc297400b6ef,Commuter,21.160002,79.072992,STR001,Store A - Sitabuldi,1328.6,1-3km,1328.6,1530.5,6806.6,2,"STR001,STR002",False
505d007b-5f5b-4ff2-9120-4a2a87783f1c,Shopper,21.13943,79.064017,STR001,Store A - Sitabuldi,2031.9,1-3km,2031.9,2586.3,4404.2,2,"STR001,STR002",True
